date,provider,draw_info,1st,2nd,3rd,special,consolation
4D,4440,30-06-2019 (Sun) Draw No: 4440,1st Prize 首獎 2854 | 2nd Prize 二獎 2516 | 3rd Prize 三獎 0223 | ,0177 0226 0482 3035 3259 3700 5092 5309 9299 9456,0082 0570 2068 3587 3688 4114 4441 7459 7498 9475,,
4D,083/19,30-06-2019 (Sun) Draw No: 083/19,1st Prize 首獎 3210 | 2nd Prize 二獎 6401 | 3rd Prize 三獎 1545 | ,7503 - 5745 4002 - 5333 3001 3829 3933 2609 7849 - 2415,1352 8975 1312 4199 6782 0380 1440 3582 6720 1871,,
https://www.live4d2u.net/images/cashsweep,4127,30-06-2019 (Sun) Draw No: 4127,1st Prize 首獎 2832 | 2nd Prize 二獎 7188 | 3rd Prize 三獎 5536 | ,砂勞越大萬 Date: 30-06-2019 (Sun) Draw No: 4127 1st Prize 首獎 2832 2nd Prize 二獎 7188 3rd Prize 三獎 5536 6330 7828 8533 3788 7341 4545 0067 4130 8829 2107,4321 6904 6419 2142 4498 4049 4511 9871 5122 9188,,
4D Jackpot 3D,3034/19,30-06-2019 (Sun) Draw No: 3034/19,1st Prize 首獎 8129 | 2nd Prize 二獎 7350 | 3rd Prize 三獎 6872 | 1st Prize 首獎 557 | 2nd Prize 二獎 975 | 3rd Prize 三獎 150 | ,8098 2005 7758 6586 9650 3450 7365 1840 3341 2763,9637 4071 7150 6458 4842 7742 1326 3287 3852 9612,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,4D Jackpot 1 Prize 4D Jackpot 2 Prize
Lotto Jackpot,3034/19,30-06-2019 (Sun) Draw No: 3034/19,,,,"Jackpot 1 RM 508,474.84 | Jackpot 2 RM 18,894.36 | Jackpot 1 | Jackpot 2 | Jackpot 3 | Jackpot 4 | Jackpot 5 | Jackpot 1 | Jackpot 2 | Jackpot 3 | Jackpot 4 | Jackpot 5 | Jackpot 6 | Jackpot 7 | Jackpot 8 | ","Jackpot 1 RM 508,474.84 Jackpot 2 RM 18,894.36 Jackpot 1 Jackpot 2 Jackpot 3 Jackpot 4 Jackpot 5 Jackpot 1 Jackpot 2 Jackpot 3 Jackpot 4 Jackpot 5 Jackpot 6 Jackpot 7 Jackpot 8"
4D Jackpot,205/19,03-07-2019 (Wed) Draw No: 205/19,1st Prize 首獎 6920 | 2nd Prize 二獎 0437 | 3rd Prize 三獎 8064 | ,---- 2612 0056 9448 8188 0766 1136 7540 ---- 3636 6753 ---- 5541,8492 0893 0881 5379 6801 8152 0986 4666 6389 1823,"4D Jackpot 1 Prize 4D Jackpot 2 Prize | Partially Won RM 457,517.01 | Partially Won | ",4D Jackpot 1 Prize 4D Jackpot 2 Prize
4D Jackpot 3D,4916/19,03-07-2019 (Wed) Draw No: 4916/19,1st Prize 首獎 6344 | 2nd Prize 二獎 3326 | 3rd Prize 三獎 9574 | ,5606 2582 1388 4586 0286 1949 3950 4732 1032 2930,1746 8928 4717 4153 5060 7290 5874 5521 1256 5917,"4D Jackpot 1 Prize 4D Jackpot 2 Prize | 3D Jackpot Prize RM 995,432.20 | ","4D Jackpot 1 Prize 4D Jackpot 2 Prize 3D Jackpot Prize RM 995,432.20"
4D Jackpot,4969/19,03-07-2019 (Wed) Draw No: 4969/19,1st 首獎 6175 Zodiac | 2nd 二獎 2809 | 3rd 三獎 8807 | ,3602 3654 **** **** 4898 1691 8624 3542 6410 9797 7337 0162 ****,4637 3735 3892 0911 4359 1518 2255 0685 6970 5911,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,1st 首獎 6175 Zodiac 4D Jackpot 1 Prize 4D Jackpot 2 Prize
5D 6D Lotto Jackpot,4969/19,03-07-2019 (Wed) Draw No: 4969/19,1st 82069 4th 2069 | 2nd 66856 5th 069 | 3rd 53067 6th 69 | 1st 046578 | 2nd 04657 or 46578 | 3rd 0465 or 6578 | ,,,"Jackpot 1 RM 1,227,848.90 | Jackpot 2 RM 242,765.04 | Jackpot RM 4,469,341.10 | Jackpot RM 30,785,031.11 | ","Star Toto 6/50 Jackpot 1 RM 1,227,848.90 Jackpot 2 RM 242,765.04 Power Toto 6/55 Jackpot RM 4,469,341.10 Supreme Toto 6/58 Jackpot RM 30,785,031.11 Star Toto 6/50 | Power Toto 6/55 | Supreme Toto 6/58 |"
3D,4916/19,03-07-2019 (Wed) Draw No: 4916/19,"1st 首獎 776344 DRAGON | Bonus 1 RM 1,463,268.00 | 2nd 二獎 133326 SNAKE | Bonus 2 RM 2,449,833.30 | 3rd 三獎 449574 ROOSTER | Bonus 3 RM 264,722.10 | ",675606 812582 781388 124586 740286 371949 093950 694732 911032 582930,871746 858928 574717 834153 485060 397290 145874 595521 061256 125917,"Bonus 1 RM 1,463,268.00 | Bonus 2 RM 2,449,833.30 | Bonus 3 RM 264,722.10 | ","Bonus 1 RM 1,463,268.00 Bonus 2 RM 2,449,833.30 Bonus 3 RM 264,722.10"
Life,205/19,03-07-2019 (Wed) Draw No: 205/19,Bonus Numbers | 2nd Prize | ,,,Bonus Numbers | Grand Prize | ,Bonus Numbers Grand Prize
Jackpot,205/19,03-07-2019 (Wed) Draw No: 205/19,3rd Prize | ,,,"Magnum Jackpot Gold | Jackpot 1 | Prize : RM 10,395,534.12 | Jackpot 2 | Prize : RM 100,000.00Partially Won | ","Magnum Jackpot Gold Jackpot 1 Prize : RM 10,395,534.12 Jackpot 2 Prize : RM 100,000.00Partially Won"
4D,4441,03-07-2019 (Wed) Draw No: 4441,1st Prize 首獎 5718 | 2nd Prize 二獎 5662 | 3rd Prize 三獎 4828 | ,1049 1756 5760 6034 6582 6672 7246 7778 8597 8988,0877 1257 1810 2210 3225 3246 3588 8897 9509 9562,,
4D,084/19,03-07-2019 (Wed) Draw No: 084/19,1st Prize 首獎 0868 | 2nd Prize 二獎 0867 | 3rd Prize 三獎 5956 | ,3104 - 6961 8416 4783 6361 5329 6955 3935 7327 - 7083 -,1575 0815 5607 1284 4740 0898 6840 3969 3712 0427,,
https://www.live4d2u.net/images/cashsweep,4128,03-07-2019 (Wed) Draw No: 4128,1st Prize 首獎 2143 | 2nd Prize 二獎 5384 | 3rd Prize 三獎 5352 | ,砂勞越大萬 Date: 03-07-2019 (Wed) Draw No: 4128 1st Prize 首獎 2143 2nd Prize 二獎 5384 3rd Prize 三獎 5352 9609 7109 6239 5213 9754 6506 0859 6365 9405 8798,5964 3844 2323 3943 6212 5260 4952 0186 7119 9324,,
4D Jackpot 3D,3035/19,03-07-2019 (Wed) Draw No: 3035/19,1st Prize 首獎 3578 | 2nd Prize 二獎 3191 | 3rd Prize 三獎 8195 | 1st Prize 首獎 684 | 2nd Prize 二獎 433 | 3rd Prize 三獎 511 | ,4050 6600   1169 6509 2943 6573 0479 8324 8970 4250,4553 7225 5484 2017 6849 2373 2669 9359 9935 2988,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,4D Jackpot 1 Prize 4D Jackpot 2 Prize
Lotto Jackpot,3035/19,03-07-2019 (Wed) Draw No: 3035/19,,,,"Jackpot 1 RM 511,115.28 | Jackpot 2 RM 19,290.43 | Jackpot 1 | Jackpot 2 | Jackpot 3 | Jackpot 4 | Jackpot 5 | Jackpot 1 | Jackpot 2 | Jackpot 3 | Jackpot 4 | Jackpot 5 | Jackpot 6 | Jackpot 7 | Jackpot 8 | ","Jackpot 1 RM 511,115.28 Jackpot 2 RM 19,290.43 Jackpot 1 Jackpot 2 Jackpot 3 Jackpot 4 Jackpot 5 Jackpot 1 Jackpot 2 Jackpot 3 Jackpot 4 Jackpot 5 Jackpot 6 Jackpot 7 Jackpot 8"
4D Jackpot,206/19,06-07-2019 (Sat) Draw No: 206/19,1st Prize 首獎 8625 | 2nd Prize 二獎 3895 | 3rd Prize 三獎 7998 | ,---- 7366 3701 6151 ---- 9667 ---- 1018 0660 1033 4402 4257 4589,9356 3190 6273 2567 1963 8852 8876 4455 5267 0197,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,4D Jackpot 1 Prize 4D Jackpot 2 Prize
4D Jackpot 3D,4917/19,06-07-2019 (Sat) Draw No: 4917/19,1st Prize 首獎 8366 | 2nd Prize 二獎 2111 | 3rd Prize 三獎 0120 | ,9492 1540 8983 0578 4501 8001 0985 6934 8539 3770,8825 3545 1956 8497 9612 8016 5296 6508 8795 2874,"4D Jackpot 1 Prize 4D Jackpot 2 Prize | 3D Jackpot Prize RM 1,005,898.90 | ","4D Jackpot 1 Prize 4D Jackpot 2 Prize 3D Jackpot Prize RM 1,005,898.90"
4D Jackpot,4970/19,06-07-2019 (Sat) Draw No: 4970/19,1st 首獎 5668 Zodiac | 2nd 二獎 5223 | 3rd 三獎 9417 | ,4468 6545 3602 **** **** 1838 9287 9450 2574 7350 5145 **** 6451,6683 8069 8759 2405 9273 3496 1816 5612 4420 8520,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,1st 首獎 5668 Zodiac 4D Jackpot 1 Prize 4D Jackpot 2 Prize
5D 6D Lotto Jackpot,4970/19,06-07-2019 (Sat) Draw No: 4970/19,1st 63397 4th 3397 | 2nd 37677 5th 397 | 3rd 54510 6th 97 | 1st 000000 | 2nd 00000* or *00000 | 3rd 0000** or **0000 | ,,,"Jackpot 1 RM 1,266,804.74 | Jackpot 2 RM 252,504.00 | Jackpot RM 4,547,897.08 | Jackpot RM 31,167,919.33 | ","Star Toto 6/50 Jackpot 1 RM 1,266,804.74 Jackpot 2 RM 252,504.00 Power Toto 6/55 Jackpot RM 4,547,897.08 Supreme Toto 6/58 Jackpot RM 31,167,919.33 Star Toto 6/50 | Power Toto 6/55 | Supreme Toto 6/58 |"
3D,4917/19,06-07-2019 (Sat) Draw No: 4917/19,"1st 首獎 238366 GOAT | Bonus 1 RM 1,463,268.00 | 2nd 二獎 762111 DRAGON | Bonus 2 RM 2,449,833.30 | 3rd 三獎 420120 RABBIT | Bonus 3 RM 264,722.10 | ",269492 651540 208983 730578 734501 328001 130985 206934 108539 553770,098825 053545 991956 648497 179612 778016 305296 116508 358795 322874,"Bonus 1 RM 1,463,268.00 | Bonus 2 RM 2,449,833.30 | Bonus 3 RM 264,722.10 | ","Bonus 1 RM 1,463,268.00 Bonus 2 RM 2,449,833.30 Bonus 3 RM 264,722.10"
Life,206/19,06-07-2019 (Sat) Draw No: 206/19,Bonus Numbers | 2nd Prize | ,,,Bonus Numbers | Grand Prize | ,Bonus Numbers Grand Prize
Jackpot,206/19,06-07-2019 (Sat) Draw No: 206/19,3rd Prize | ,,,"Magnum Jackpot Gold | Jackpot 1 | Prize : RM 10,459,106.18 | Jackpot 2 | Prize : RM 115,612.03Partially Won | ","Magnum Jackpot Gold Jackpot 1 Prize : RM 10,459,106.18 Jackpot 2 Prize : RM 115,612.03Partially Won"
4D,4442,06-07-2019 (Sat) Draw No: 4442,1st Prize 首獎 2676 | 2nd Prize 二獎 9942 | 3rd Prize 三獎 9465 | ,0323 1666 2163 3837 5614 7016 8455 8675 9162 9733,0429 1333 2557 5105 5470 6201 8365 9028 9483 9891,,
4D,085/19,06-07-2019 (Sat) Draw No: 085/19,1st Prize 首獎 5409 | 2nd Prize 二獎 5486 | 3rd Prize 三獎 7540 | ,8062 4147 3229 0708 5357 - - 9459 7940 5616 - 3653 0281,5900 2505 2797 3453 1707 2351 0392 5054 9889 1910,,
https://www.live4d2u.net/images/cashsweep,4129,06-07-2019 (Sat) Draw No: 4129,1st Prize 首獎 9369 | 2nd Prize 二獎 6493 | 3rd Prize 三獎 0794 | ,砂勞越大萬 Date: 06-07-2019 (Sat) Draw No: 4129 1st Prize 首獎 9369 2nd Prize 二獎 6493 3rd Prize 三獎 0794 2651 0599 6426 6654 2006 5663 3477 1518 9965 7440,7959 0465 9538 4167 6633 7163 9249 4314 7620 4816,,
4D Jackpot 3D,3036/19,06-07-2019 (Sat) Draw No: 3036/19,1st Prize 首獎 9352 | 2nd Prize 二獎 0669 | 3rd Prize 三獎 8955 | 1st Prize 首獎 870 | 2nd Prize 二獎 038 | 3rd Prize 三獎 115 | ,7089   3667 8219 0562 0687 6121 3770 7771 0965 4247,2107 6335 1170 4400 0363 2390 6806 1623 7256 5027,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,4D Jackpot 1 Prize 4D Jackpot 2 Prize
Lotto Jackpot,3036/19,06-07-2019 (Sat) Draw No: 3036/19,,,,"Jackpot 1 RM 513,722.50 | Jackpot 2 RM 19,681.51 | Jackpot 1 | Jackpot 2 | Jackpot 3 | Jackpot 4 | Jackpot 5 | Jackpot 1 | Jackpot 2 | Jackpot 3 | Jackpot 4 | Jackpot 5 | Jackpot 6 | Jackpot 7 | Jackpot 8 | ","Jackpot 1 RM 513,722.50 Jackpot 2 RM 19,681.51 Jackpot 1 Jackpot 2 Jackpot 3 Jackpot 4 Jackpot 5 Jackpot 1 Jackpot 2 Jackpot 3 Jackpot 4 Jackpot 5 Jackpot 6 Jackpot 7 Jackpot 8"
4D Jackpot,207/19,07-07-2019 (Sun) Draw No: 207/19,1st Prize 首獎 7331 | 2nd Prize 二獎 1197 | 3rd Prize 三獎 2800 | ,5549 8252 ---- 9903 5928 6055 3837 3717 ---- 3049 7108 5305 ----,3700 2049 0610 8179 0456 5451 7276 0254 2171 9091,"4D Jackpot 1 Prize 4D Jackpot 2 Prize | Partially Won RM 201,553.00 | ",4D Jackpot 1 Prize 4D Jackpot 2 Prize
4D Jackpot 3D,4918/19,07-07-2019 (Sun) Draw No: 4918/19,1st Prize 首獎 0677 | 2nd Prize 二獎 5797 | 3rd Prize 三獎 8736 | ,8430 9871 2029 9632 6046 5719 5710 6684 8683 8703,7382 9288 3291 1872 3357 1461 6838 1198 1239 0150,"4D Jackpot 1 Prize 4D Jackpot 2 Prize | 3D Jackpot Prize RM 1,016,137.70 | ","4D Jackpot 1 Prize 4D Jackpot 2 Prize 3D Jackpot Prize RM 1,016,137.70"
4D Jackpot,4971/19,07-07-2019 (Sun) Draw No: 4971/19,1st 首獎 0712 Zodiac | 2nd 二獎 6693 | 3rd 三獎 7526 | ,4401 **** 4981 0275 **** 3634 1938 7410 4059 5524 **** 7037 9478,6190 5892 5588 9660 5483 3235 1507 7511 2692 5842,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,1st 首獎 0712 Zodiac 4D Jackpot 1 Prize 4D Jackpot 2 Prize
5D 6D Lotto Jackpot,4971/19,07-07-2019 (Sun) Draw No: 4971/19,1st 33354 4th 3354 | 2nd 57266 5th 354 | 3rd 52902 6th 54 | 1st 041392 | 2nd 04139* or *41392 | 3rd 0413** or **1392 | ,,,"Jackpot 1 RM 1,305,904.68 | Jackpot 2 RM 262,278.99 | Jackpot RM 4,626,401.94 | Jackpot RM 31,576,287.29 | ","Star Toto 6/50 Jackpot 1 RM 1,305,904.68 Jackpot 2 RM 262,278.99 Power Toto 6/55 Jackpot RM 4,626,401.94 Supreme Toto 6/58 Jackpot RM 31,576,287.29 Star Toto 6/50 | Power Toto 6/55 | Supreme Toto 6/58 |"
3D,4918/19,07-07-2019 (Sun) Draw No: 4918/19,"1st 首獎 530677 RABBIT | Bonus 1 RM 1,493,268.00 | 2nd 二獎 885797 BOAR | Bonus 2 RM 2,479,833.30 | 3rd 三獎 508736 RAT | Bonus 3 RM 294,722.10 | ",968430 629871 152029 249632 736046 315719 895710 266684 978683 738703,907382 309288 343291 141872 313357 671461 396838 871198 281239 560150,"Bonus 1 RM 1,493,268.00 | Bonus 2 RM 2,479,833.30 | Bonus 3 RM 294,722.10 | ","Bonus 1 RM 1,493,268.00 Bonus 2 RM 2,479,833.30 Bonus 3 RM 294,722.10"
Life,207/19,07-07-2019 (Sun) Draw No: 207/19,Bonus Numbers | 2nd Prize | ,,,Bonus Numbers | Grand Prize | ,Bonus Numbers Grand Prize
Jackpot,207/19,07-07-2019 (Sun) Draw No: 207/19,3rd Prize | ,,,"Magnum Jackpot Gold | Jackpot 1 | Prize : RM 10,525,665.46 | Jackpot 2 | Prize : RM 133,404.51Partially Won | ","Magnum Jackpot Gold Jackpot 1 Prize : RM 10,525,665.46 Jackpot 2 Prize : RM 133,404.51Partially Won"
4D,4443,07-07-2019 (Sun) Draw No: 4443,1st Prize 首獎 4875 | 2nd Prize 二獎 7021 | 3rd Prize 三獎 2562 | ,3056 4247 4301 4740 7349 7772 8158 8689 9650 9785,1437 2138 3900 4477 4604 4914 6781 7468 9064 9332,,
4D,086/19,07-07-2019 (Sun) Draw No: 086/19,1st Prize 首獎 9560 | 2nd Prize 二獎 2843 | 3rd Prize 三獎 7923 | ,6316 9703 7567 4615 9283 0537 0325 0482 - - 1287 - 5540,2042 8115 0829 1966 8601 7651 4741 8782 8304 0349,,
https://www.live4d2u.net/images/cashsweep,4130,07-07-2019 (Sun) Draw No: 4130,1st Prize 首獎 3806 | 2nd Prize 二獎 3400 | 3rd Prize 三獎 1107 | ,砂勞越大萬 Date: 07-07-2019 (Sun) Draw No: 4130 1st Prize 首獎 3806 2nd Prize 二獎 3400 3rd Prize 三獎 1107 0603 9287 2176 3180 9075 4801 9905 0226 8372 8105,5570 4284 8521 8249 4439 0861 2541 2204 4721 4666,,
4D Jackpot 3D,3037/19,07-07-2019 (Sun) Draw No: 3037/19,1st Prize 首獎 3604 | 2nd Prize 二獎 5932 | 3rd Prize 三獎 4965 | 1st Prize 首獎 060 | 2nd Prize 二獎 419 | 3rd Prize 三獎 459 | ,6138   9806 5828 8209 0055 9553 2357 2070 2077 7488,8680 7076 8468 6573 3063 0337 0433 4623 3269 8053,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,4D Jackpot 1 Prize 4D Jackpot 2 Prize
Lotto Jackpot,3037/19,07-07-2019 (Sun) Draw No: 3037/19,,,,"Jackpot 1 RM 516,327.41 | Jackpot 2 RM 20,072.25 | Jackpot 1 | Jackpot 2 | Jackpot 3 | Jackpot 4 | Jackpot 5 | Jackpot 1 | Jackpot 2 | Jackpot 3 | Jackpot 4 | Jackpot 5 | Jackpot 6 | Jackpot 7 | Jackpot 8 | ","Jackpot 1 RM 516,327.41 Jackpot 2 RM 20,072.25 Jackpot 1 Jackpot 2 Jackpot 3 Jackpot 4 Jackpot 5 Jackpot 1 Jackpot 2 Jackpot 3 Jackpot 4 Jackpot 5 Jackpot 6 Jackpot 7 Jackpot 8"
4D Jackpot,208/19,10-07-2019 (Wed) Draw No: 208/19,1st Prize 首獎 0295 | 2nd Prize 二獎 3398 | 3rd Prize 三獎 9888 | ,---- 1061 2877 ---- 0042 1092 6837 5780 0774 ---- 0177 1984 5419,2568 6752 9988 4137 4279 5709 8767 6862 0674 4848,"4D Jackpot 1 Prize 4D Jackpot 2 Prize | Partially Won RM 144,727.28 | Partially Won | ",4D Jackpot 1 Prize 4D Jackpot 2 Prize
4D Jackpot 3D,4919/19,10-07-2019 (Wed) Draw No: 4919/19,1st Prize 首獎 8311 | 2nd Prize 二獎 0844 | 3rd Prize 三獎 9931 | ,6686 4927 0762 0713 7009 9531 1829 5488 2591 4010,7952 3413 4622 0364 7934 4792 1392 8268 8574 5818,"4D Jackpot 1 Prize 4D Jackpot 2 Prize | Partially Won | 3D Jackpot Prize RM 1,026,328.60 | ","4D Jackpot 1 Prize 4D Jackpot 2 Prize 3D Jackpot Prize RM 1,026,328.60"
4D Jackpot,4972/19,10-07-2019 (Wed) Draw No: 4972/19,1st 首獎 7095 Zodiac | 2nd 二獎 5168 | 3rd 三獎 7189 | ,9683 6167 9425 **** 1798 4889 6323 8549 2234 **** 2046 1085 ****,8675 8087 0509 7436 8640 9597 7680 1900 8145 1110,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,1st 首獎 7095 Zodiac 4D Jackpot 1 Prize 4D Jackpot 2 Prize
